fecha_ocurrencia,ramo,cliente_id,monto_reclamacion
2021-07-15,Daños,C004011,318186.86
2021-07-15,Auto,C000098,33934.87
2021-07-15,Auto,C002352,32846.35
2021-07-15,Daños,C001492,50612.03
2021-07-15,Gastos Médicos,C001030,38721.08
2021-07-15,Auto,C007985,109269.58
2021-07-15,Gastos Médicos,C006948,47904.66
2021-07-15,Gastos Médicos,C005260,36641.28
2021-07-15,Auto,C004457,190663.71
2021-07-15,Daños,C007326,68558.69
2021-07-15,Auto,C002288,80808.9
2021-07-15,Gastos Médicos,C004814,35811.52
2021-07-15,Gastos Médicos,C007987,67359.88
2021-07-15,Auto,C003732,24182.6
2021-07-15,Gastos Médicos,C000769,30193.27
2021-07-15,Auto,C000164,21209.5
2021-07-16,Gastos Médicos,C006499,33868.66
2021-07-16,Auto,C000933,40533.33
2021-07-16,Vida,C007945,102469.01
2021-07-16,Gastos Médicos,C000431,62319.06
2021-07-16,Daños,C001981,54419.36
2021-07-16,Auto,C002852,31894.24
2021-07-16,Gastos Médicos,C002022,45223.71
2021-07-16,Auto,C005767,20972.64
2021-07-16,Gastos Médicos,C001085,32046.52
2021-07-16,Gastos Médicos,C006025,66720.74
2021-07-16,Gastos Médicos,C001679,45088.48
2021-07-16,Auto,C004551,74389.41
2021-07-16,Vida,C006752,163557.67
2021-07-16,Gastos Médicos,C001596,56178.96
2021-07-16,Auto,C005208,523842.48
2021-07-16,Gastos Médicos,C000748,42567.73
2021-07-16,Auto,C005872,37167.4
2021-07-16,Auto,C007742,23698.51
2021-07-16,Auto,C000074,28489.26
2021-07-16,Auto,C005580,97032.29
2021-07-17,Auto,C003315,26501.32
2021-07-17,Auto,C000612,21939.36
2021-07-17,Vida,C005864,249618.72
2021-07-17,Vida,C003098,124199.14
2021-07-17,Daños,C002100,92646.01
2021-07-17,Auto,C006416,64515.85
2021-07-17,Daños,C007460,94107.09
2021-07-17,Vida,C003457,143184.05
2021-07-17,Gastos Médicos,C007216,39261.15
2021-07-17,Daños,C001876,58431.93
2021-07-17,Gastos Médicos,C007726,53994.14
2021-07-17,Gastos Médicos,C004808,47311.26
2021-07-17,Gastos Médicos,C002782,30029.08
2021-07-17,Vida,C001648,116284.88
2021-07-17,Gastos Médicos,C000183,195218.46
2021-07-18,Gastos Médicos,C003316,45393.89
2021-07-18,Vida,C003405,683039.96
2021-07-18,Gastos Médicos,C006297,32219.45
2021-07-18,Auto,C004570,28687.87
2021-07-18,Daños,C004476,50926.6
2021-07-18,Auto,C003396,43316.75
2021-07-18,Daños,C005750,133632.34
2021-07-18,Gastos Médicos,C006916,45359.34
2021-07-18,Auto,C002378,32691.56
2021-07-18,Auto,C006506,21367.07
2021-07-18,Auto,C002709,35472.27
2021-07-18,Auto,C000477,45827.76
2021-07-18,Daños,C005971,274550.14
2021-07-18,Vida,C003003,147263.33
2021-07-18,Gastos Médicos,C006797,50011.47
2021-07-18,Auto,C006691,20480.59
2021-07-18,Auto,C006604,20736.49
2021-07-18,Daños,C003322,260003.83
2021-07-18,Auto,C007301,48403.35
2021-07-18,Gastos Médicos,C001464,35276.64
2021-07-18,Gastos Médicos,C004845,35773.39
2021-07-18,Auto,C006144,24307.81
2021-07-18,Vida,C005467,244936.31
2021-07-18,Auto,C007806,52231.04
2021-07-18,Auto,C001351,54389.73
2021-07-18,Auto,C006496,24069.4
2021-07-19,Gastos Médicos,C001458,30436.1
2021-07-19,Auto,C004400,21351.62
2021-07-19,Auto,C006268,31674.39
2021-07-19,Gastos Médicos,C002641,39041.54
2021-07-19,Daños,C001833,56072.88
2021-07-19,Auto,C005797,22180.91
2021-07-19,Auto,C004429,41164.74
2021-07-19,Auto,C002417,40216.93
2021-07-19,Vida,C005599,105084.03
2021-07-19,Vida,C000202,414760.51
2021-07-19,Auto,C005343,27191.43
2021-07-19,Auto,C006365,21516.26
2021-07-19,Daños,C004995,63292.92
2021-07-19,Gastos Médicos,C005734,32898.98
2021-07-19,Auto,C003261,20118.27
2021-07-19,Gastos Médicos,C006559,55399.09
2021-07-19,Daños,C006453,106450.04
2021-07-19,Daños,C003651,2152316.47
2021-07-19,Daños,C001548,323383.39
2021-07-19,Gastos Médicos,C003917,30050.87
2021-07-20,Gastos Médicos,C002280,39568.34
2021-07-20,Auto,C000214,20132.86
2021-07-20,Vida,C001165,126139.61
2021-07-20,Daños,C005319,106125.83
2021-07-20,Auto,C007938,56226.92
2021-07-20,Auto,C006486,44469.79
2021-07-20,Daños,C007019,291253.2
2021-07-20,Gastos Médicos,C007571,60635.17
2021-07-20,Auto,C001095,20118.94
2021-07-20,Auto,C003347,33359.89
2021-07-20,Gastos Médicos,C007207,36213.2
2021-07-20,Auto,C000869,25217.06
2021-07-20,Gastos Médicos,C005499,31727.86
2021-07-20,Auto,C001517,46932.33
2021-07-20,Daños,C006812,58214.85
2021-07-20,Auto,C000649,21523.3
2021-07-20,Vida,C006225,128165.48
2021-07-20,Daños,C000947,60815.67
2021-07-20,Auto,C001197,372302.88
2021-07-20,Daños,C006131,52884.54
2021-07-20,Auto,C005646,26852.12
2021-07-20,Auto,C007858,20516.93
2021-07-20,Daños,C003212,56305.4
2021-07-21,Auto,C005446,25161.72
2021-07-21,Daños,C001076,69229.68
2021-07-21,Daños,C007721,78259.5
2021-07-21,Auto,C005080,29010.51
2021-07-21,Auto,C007665,60912.34
2021-07-21,Auto,C005386,49320.55
2021-07-21,Gastos Médicos,C006684,31297.45
2021-07-21,Daños,C001574,55683.73
2021-07-21,Auto,C003867,24288.08
2021-07-21,Daños,C006179,76669.31
2021-07-21,Daños,C000515,190146.13
2021-07-21,Auto,C005010,27158.69
2021-07-21,Auto,C003916,45588.82
2021-07-22,Auto,C007161,35996.4
2021-07-22,Daños,C003309,78034.69
2021-07-22,Vida,C004625,197464.35
2021-07-22,Auto,C001973,30466.43
2021-07-22,Daños,C000464,50303.12
2021-07-22,Gastos Médicos,C000126,34795.79
2021-07-22,Vida,C002681,310524.44
2021-07-22,Daños,C005088,211328.99
2021-07-22,Daños,C007084,4779488.09
2021-07-22,Gastos Médicos,C007581,40863.66
2021-07-23,Vida,C007481,289924.53
2021-07-23,Auto,C000497,20704.24
2021-07-23,Auto,C000545,278121.46
2021-07-23,Auto,C007430,25019.39
2021-07-23,Daños,C005918,91585.04
2021-07-23,Auto,C004313,38604.29
2021-07-23,Daños,C002518,96671.93
2021-07-23,Gastos Médicos,C001051,35017.11
2021-07-23,Auto,C003947,43161.35
2021-07-23,Auto,C007311,29454.93
2021-07-23,Daños,C005615,67276.28
2021-07-23,Auto,C004420,20806.57
2021-07-23,Auto,C006317,21166.67
2021-07-23,Vida,C000709,368212.11
2021-07-23,Daños,C004023,158477.45
2021-07-23,Daños,C006169,69275.03
2021-07-23,Auto,C003357,69511.43
2021-07-24,Auto,C003212,26753.86
2021-07-24,Gastos Médicos,C004639,33425.87
2021-07-24,Auto,C004944,42544.26
2021-07-24,Daños,C000044,183384.01
2021-07-24,Auto,C002227,43740.49
2021-07-24,Daños,C006851,61827.1
2021-07-24,Auto,C000615,21911.77
2021-07-24,Gastos Médicos,C004943,40975.71
2021-07-24,Auto,C000203,20874.67
2021-07-24,Auto,C006078,36643.6
2021-07-24,Daños,C003840,88267.26
2021-07-24,Daños,C006208,84767.94
2021-07-24,Auto,C006099,21574.58
2021-07-24,Auto,C001091,24879.69
2021-07-24,Auto,C006730,29076.24
2021-07-25,Vida,C006353,168216.32
2021-07-25,Gastos Médicos,C005994,43276.31
2021-07-25,Gastos Médicos,C001758,30893.13
2021-07-25,Daños,C007500,137744.14
2021-07-25,Gastos Médicos,C004405,32245.26
2021-07-25,Daños,C002853,67133.76
2021-07-25,Auto,C001251,29421.21
2021-07-25,Daños,C004074,60985.76
2021-07-25,Auto,C000179,20892.64
2021-07-25,Auto,C006449,64682.4
2021-07-25,Auto,C003453,55724.55
2021-07-25,Auto,C007339,91033.12
2021-07-25,Gastos Médicos,C004625,51146.95
2021-07-25,Gastos Médicos,C005417,40663.47
2021-07-25,Gastos Médicos,C007107,32052.26
2021-07-25,Daños,C004494,119720.89
2021-07-25,Auto,C001226,45388.67
2021-07-26,Gastos Médicos,C003202,30297.06
2021-07-26,Daños,C004707,65410.57
2021-07-26,Auto,C005472,22426.68
2021-07-26,Gastos Médicos,C007142,46689.64
2021-07-26,Auto,C002420,20728.18
2021-07-26,Auto,C004476,40877.48
2021-07-26,Auto,C006142,52031.93
2021-07-26,Gastos Médicos,C003674,50544.65
2021-07-26,Auto,C006526,26530.99
2021-07-26,Vida,C006445,101841.24
2021-07-26,Daños,C002677,77709.14
2021-07-26,Daños,C000597,78586.24
2021-07-26,Auto,C001476,22105.16
2021-07-26,Vida,C000371,455102.04
2021-07-26,Auto,C004085,24436.51
2021-07-26,Vida,C006952,146011.69
2021-07-26,Gastos Médicos,C005975,31580.85
2021-07-27,Auto,C001903,23770.87
2021-07-27,Gastos Médicos,C000765,32463.71
2021-07-27,Daños,C004529,101843.48
2021-07-27,Auto,C003804,35925.07
2021-07-27,Auto,C003519,24428.18
2021-07-27,Gastos Médicos,C007660,97792.23
2021-07-27,Auto,C000364,22180.78
2021-07-27,Auto,C005624,22755.31
2021-07-27,Daños,C000930,56804.43
2021-07-27,Gastos Médicos,C003430,37120.34
2021-07-27,Daños,C000470,53430.59
2021-07-27,Daños,C006052,1900034.83
2021-07-27,Daños,C001769,96885.86
2021-07-27,Auto,C006235,40914.81
2021-07-27,Gastos Médicos,C003972,52460.73
2021-07-28,Gastos Médicos,C003397,67396.65
2021-07-28,Gastos Médicos,C007043,72704.05
2021-07-28,Daños,C002705,337264.52
2021-07-28,Daños,C006469,90371.43
2021-07-28,Daños,C004772,2891578.56
2021-07-28,Auto,C004838,25134.85
2021-07-28,Gastos Médicos,C003521,44703.65
2021-07-28,Auto,C004940,20669.08
2021-07-28,Auto,C005084,34679.24
2021-07-28,Gastos Médicos,C007400,43536.07
2021-07-28,Auto,C000156,29239.62
2021-07-28,Auto,C006087,22237.33
2021-07-28,Auto,C003385,41269.14
2021-07-28,Auto,C006079,22959.34
2021-07-28,Auto,C007190,26547.87
2021-07-28,Daños,C001517,76770.75
2021-07-28,Auto,C005036,60996.54
2021-07-28,Auto,C003727,26179.24
2021-07-28,Auto,C005913,35684.03
2021-07-29,Gastos Médicos,C002729,34359.94
2021-07-29,Auto,C003374,34317.21
2021-07-29,Auto,C005541,21848.54
2021-07-29,Auto,C005810,20165.38
2021-07-29,Auto,C003920,55840.25
2021-07-29,Vida,C001682,112084.04
2021-07-29,Vida,C002625,175617.59
2021-07-29,Daños,C006676,55443.94
2021-07-29,Daños,C006331,240516.62
2021-07-29,Auto,C002455,552278.86
2021-07-29,Vida,C007102,113810.87
2021-07-29,Auto,C007503,31352.26
2021-07-29,Gastos Médicos,C003068,51078.06
2021-07-29,Vida,C000096,213571.59
2021-07-29,Vida,C001672,166449.97
2021-07-29,Gastos Médicos,C000464,35315.2
2021-07-30,Daños,C002829,62340.55
2021-07-30,Daños,C004368,75706.71
2021-07-30,Vida,C006004,107406.82
2021-07-30,Auto,C006006,20182.65
2021-07-30,Vida,C002940,132964.27
2021-07-30,Gastos Médicos,C000684,35098.95
2021-07-30,Gastos Médicos,C002356,32870.89
2021-07-30,Auto,C005324,39038.12
2021-07-30,Daños,C007255,57425.8
2021-07-30,Auto,C003513,35632.18
2021-07-30,Auto,C004982,24306.3
2021-07-30,Vida,C003678,101864.27
2021-07-30,Gastos Médicos,C002503,47600.5
2021-07-30,Daños,C006155,166595.23
2021-07-30,Vida,C003932,317410.8
2021-07-30,Gastos Médicos,C005616,34343.08
2021-07-30,Auto,C005979,42905.89
2021-07-31,Auto,C007246,99779.03
2021-07-31,Daños,C003161,82290.72
2021-07-31,Vida,C004670,185972.22
2021-07-31,Gastos Médicos,C001152,35592.0
2021-07-31,Gastos Médicos,C005587,31565.45
2021-07-31,Gastos Médicos,C002494,75975.24
2021-07-31,Auto,C003230,46649.41
2021-07-31,Auto,C006139,56702.6
2021-07-31,Daños,C006041,56780.5
2021-07-31,Auto,C003131,21061.47
2021-07-31,Daños,C006682,100369.42
2021-07-31,Auto,C000371,25880.78
2021-07-31,Auto,C003905,57985.66
2021-07-31,Vida,C002809,237367.24
2021-07-31,Daños,C005429,63649.68
2021-07-31,Gastos Médicos,C002278,52804.83
2021-07-31,Gastos Médicos,C007112,211722.74
2021-07-31,Auto,C005113,31147.61
2021-08-01,Vida,C007754,713970.6
2021-08-01,Gastos Médicos,C005428,30396.52
2021-08-01,Auto,C000735,25258.21
2021-08-01,Daños,C005705,165866.05
2021-08-01,Auto,C007958,25103.48
2021-08-01,Daños,C000388,65201.87
2021-08-01,Auto,C003170,20162.68
2021-08-01,Auto,C002669,47084.09
2021-08-01,Daños,C001716,157495.42
2021-08-01,Gastos Médicos,C006111,40623.45
2021-08-01,Auto,C003398,23331.73
2021-08-01,Daños,C006156,75483.42
2021-08-01,Auto,C003258,225139.89
2021-08-01,Vida,C002658,542630.13
2021-08-01,Auto,C003767,25050.76
2021-08-01,Auto,C003992,20370.9
2021-08-01,Daños,C000601,114557.07
2021-08-01,Auto,C004899,156087.45
2021-08-01,Gastos Médicos,C003887,39741.73
2021-08-01,Daños,C005343,66204.43
2021-08-01,Auto,C005985,30936.26
2021-08-01,Auto,C002697,20556.7
2021-08-01,Auto,C001727,24326.58
2021-08-01,Daños,C001652,53815.03
2021-08-01,Vida,C002733,178279.87
2021-08-01,Auto,C003449,139634.94
2021-08-01,Auto,C004327,21336.18
2021-08-01,Auto,C006183,24189.34
2021-08-02,Daños,C001453,53188.76
2021-08-02,Gastos Médicos,C005307,30839.3
2021-08-02,Auto,C006671,33952.11
2021-08-02,Auto,C001562,22818.36
2021-08-02,Auto,C003266,20619.33
2021-08-02,Daños,C003921,57473.69
2021-08-02,Auto,C000655,25876.28
2021-08-02,Auto,C002173,33299.23
2021-08-02,Auto,C003698,72800.44
2021-08-02,Daños,C001393,56021.53
2021-08-03,Daños,C003665,68346.11
2021-08-03,Daños,C004096,331055.58
2021-08-03,Gastos Médicos,C006008,67972.66
2021-08-03,Auto,C006662,54364.6
2021-08-03,Gastos Médicos,C001495,209552.51
2021-08-03,Vida,C001615,133159.38
2021-08-03,Auto,C004738,20597.92
2021-08-03,Daños,C000424,103061.78
2021-08-03,Daños,C007485,399961.27
2021-08-03,Daños,C003658,76106.32
2021-08-03,Daños,C001894,52093.04
2021-08-03,Auto,C001946,28964.74
2021-08-03,Auto,C003165,57289.28
2021-08-03,Vida,C005160,159230.44
2021-08-03,Daños,C004346,54509.38
2021-08-03,Daños,C002955,51997.99
2021-08-03,Daños,C002981,86822.08
2021-08-03,Daños,C005301,52742.26
2021-08-03,Daños,C001188,73652.29
2021-08-03,Gastos Médicos,C000654,30849.25
2021-08-04,Gastos Médicos,C006458,38428.48
2021-08-04,Auto,C005583,23171.6
2021-08-04,Daños,C003209,60369.57
2021-08-04,Auto,C005009,20344.91
2021-08-04,Auto,C003518,78576.54
2021-08-04,Auto,C000654,34822.49
2021-08-04,Auto,C006810,39364.4
2021-08-04,Gastos Médicos,C004230,31738.34
2021-08-04,Daños,C005207,245581.77
2021-08-04,Auto,C003205,20293.67
2021-08-04,Auto,C003356,24668.58
2021-08-04,Gastos Médicos,C001940,30327.2
2021-08-04,Auto,C006334,31394.6
2021-08-04,Auto,C004411,20996.65
2021-08-04,Daños,C001468,211743.06
2021-08-04,Gastos Médicos,C002444,31718.2
2021-08-05,Daños,C003034,405015.8
2021-08-05,Daños,C004572,65584.88
2021-08-05,Daños,C005013,217910.0
2021-08-05,Auto,C006548,20744.5
2021-08-05,Auto,C002888,47875.41
2021-08-05,Gastos Médicos,C007483,44124.76
2021-08-05,Gastos Médicos,C001977,59725.49
2021-08-05,Auto,C000815,27121.72
2021-08-05,Daños,C000069,94342.54
2021-08-05,Gastos Médicos,C006136,68521.62
2021-08-05,Gastos Médicos,C002090,42451.15
2021-08-05,Daños,C003761,63900.62
2021-08-05,Vida,C007008,507021.21
2021-08-05,Daños,C004044,67175.64
2021-08-05,Auto,C007002,121581.97
2021-08-05,Gastos Médicos,C004046,47012.5
2021-08-05,Auto,C000348,22908.48
2021-08-05,Auto,C004735,20848.65
2021-08-05,Gastos Médicos,C002359,37419.06
2021-08-05,Vida,C005006,161576.11
2021-08-05,Daños,C002994,82926.41
2021-08-05,Daños,C006650,191900.28
2021-08-05,Auto,C006573,20313.19
2021-08-05,Auto,C000866,39991.56
2021-08-05,Auto,C000606,165829.07
2021-08-05,Gastos Médicos,C000232,40463.18
2021-08-05,Auto,C003036,20913.66
2021-08-05,Auto,C004328,26100.72
2021-08-06,Daños,C001460,72070.75
2021-08-06,Auto,C000054,22579.95
2021-08-06,Daños,C006353,52058.98
2021-08-06,Gastos Médicos,C005106,37213.98
2021-08-06,Daños,C000798,181566.8
2021-08-06,Daños,C005980,58212.2
2021-08-06,Auto,C002891,22212.54
2021-08-06,Daños,C003832,53225.57
2021-08-06,Daños,C004863,56328.81
2021-08-06,Daños,C001571,59091.65
2021-08-06,Daños,C005796,232702.43
2021-08-06,Daños,C000796,1756837.68
2021-08-06,Daños,C007459,270570.24
2021-08-06,Daños,C003240,94090.07
2021-08-06,Auto,C000917,20123.92
2021-08-06,Daños,C005045,69011.5
2021-08-06,Auto,C004334,69715.81
2021-08-07,Daños,C000363,125705.31
2021-08-07,Daños,C001934,84240.18
2021-08-07,Auto,C001444,22030.54
2021-08-07,Auto,C002011,20871.01
2021-08-07,Auto,C003896,152190.03
2021-08-07,Daños,C005634,81106.04
2021-08-07,Auto,C001768,86708.9
2021-08-07,Auto,C001439,27034.62
2021-08-07,Auto,C004397,75032.37
2021-08-07,Daños,C001310,77231.54
2021-08-07,Gastos Médicos,C005912,30109.38
2021-08-07,Auto,C004904,38101.96
2021-08-08,Auto,C005006,24028.74
2021-08-08,Daños,C004550,51569.05
2021-08-08,Auto,C006673,84102.36
2021-08-08,Auto,C003372,22280.2
2021-08-08,Daños,C007702,53865.78
2021-08-08,Gastos Médicos,C001206,30329.07
2021-08-08,Daños,C007951,61490.15
2021-08-08,Daños,C006397,64109.64
2021-08-08,Auto,C005407,28923.42
2021-08-08,Daños,C002628,50660.49
2021-08-08,Auto,C002350,415607.2
2021-08-08,Daños,C002335,85113.23
2021-08-08,Auto,C003171,61745.32
2021-08-08,Auto,C003007,20632.08
2021-08-08,Daños,C003611,63148.45
2021-08-08,Auto,C006545,46882.64
2021-08-08,Daños,C003460,69225.23
2021-08-08,Daños,C004726,94533.87
2021-08-09,Gastos Médicos,C000789,44414.15
2021-08-09,Daños,C002308,185796.12
2021-08-09,Daños,C004418,267419.97
2021-08-09,Auto,C000351,20527.23
2021-08-09,Auto,C007212,25201.77
2021-08-09,Gastos Médicos,C002923,156114.83
2021-08-09,Auto,C003558,21883.28
2021-08-09,Gastos Médicos,C002487,39545.43
2021-08-09,Daños,C000744,96884.4
2021-08-09,Daños,C003499,72330.5
2021-08-09,Auto,C007264,60398.51
2021-08-09,Auto,C004082,35148.68
2021-08-09,Gastos Médicos,C002958,34303.02
2021-08-09,Daños,C007507,83079.41
2021-08-09,Daños,C002609,197633.48
2021-08-09,Daños,C005784,305424.57
2021-08-09,Daños,C004635,78230.94
2021-08-09,Daños,C002854,301478.9
2021-08-09,Auto,C001830,42537.53
2021-08-09,Auto,C002627,27848.97
2021-08-09,Gastos Médicos,C001873,40146.55
2021-08-09,Gastos Médicos,C005243,35840.63
2021-08-10,Daños,C005516,67242.14
2021-08-10,Auto,C003318,78620.81
2021-08-10,Auto,C005871,52390.53
2021-08-10,Daños,C007026,154696.56
2021-08-10,Auto,C006601,24014.73
2021-08-10,Auto,C004140,37629.25
2021-08-10,Auto,C003295,24680.67
2021-08-10,Auto,C005501,137909.13
2021-08-10,Gastos Médicos,C003635,59476.3
2021-08-10,Auto,C006546,132293.67
2021-08-10,Auto,C001037,23857.38
2021-08-10,Daños,C001010,67773.67
2021-08-10,Auto,C006031,28063.36
2021-08-10,Auto,C000647,20372.37
2021-08-10,Auto,C001175,31257.09
2021-08-10,Auto,C007382,29656.74
2021-08-10,Auto,C000304,32421.06
2021-08-10,Auto,C005819,129459.33
2021-08-10,Gastos Médicos,C001393,33779.65
2021-08-10,Daños,C004107,76060.72
2021-08-10,Auto,C005668,143877.79
2021-08-10,Daños,C002326,145934.71
2021-08-10,Auto,C001582,25907.65
2021-08-10,Daños,C000773,78332.88
2021-08-10,Daños,C003338,90197.07
2021-08-11,Gastos Médicos,C005064,223259.35
2021-08-11,Daños,C004954,85102.28
2021-08-11,Gastos Médicos,C006606,34491.73
2021-08-11,Auto,C007228,24839.5
2021-08-11,Gastos Médicos,C001942,36302.88
2021-08-11,Vida,C007029,166378.45
2021-08-11,Gastos Médicos,C003905,31364.57
2021-08-11,Gastos Médicos,C002908,41282.58
2021-08-11,Daños,C003492,50618.55
2021-08-11,Daños,C003451,92160.35
2021-08-11,Daños,C001570,50027.66
2021-08-11,Daños,C006503,968136.01
2021-08-11,Gastos Médicos,C001578,31927.74
2021-08-11,Auto,C006440,21115.11
2021-08-11,Auto,C002020,22732.59
2021-08-12,Daños,C003901,93966.19
2021-08-12,Vida,C000229,1382779.69
2021-08-12,Auto,C007202,20172.63
2021-08-12,Gastos Médicos,C007000,36011.2
2021-08-12,Gastos Médicos,C006125,106759.52
2021-08-12,Gastos Médicos,C007287,37173.55
2021-08-12,Gastos Médicos,C006323,54016.32
2021-08-12,Vida,C000326,168152.85
2021-08-12,Daños,C003434,201281.47
2021-08-12,Daños,C004843,54530.43
2021-08-12,Vida,C005581,163314.49
2021-08-12,Gastos Médicos,C003359,34620.93
2021-08-12,Gastos Médicos,C005459,58732.22
2021-08-12,Daños,C004739,93577.51
2021-08-12,Auto,C006681,26341.31
2021-08-12,Daños,C006223,66310.33
2021-08-12,Vida,C000445,812520.97
2021-08-12,Daños,C003446,176376.11
2021-08-12,Auto,C001423,26691.15
2021-08-12,Gastos Médicos,C004258,38089.48
2021-08-13,Gastos Médicos,C003488,31732.91
2021-08-13,Gastos Médicos,C006771,48223.28
2021-08-13,Auto,C002720,68523.35
2021-08-13,Auto,C000524,28907.44
2021-08-13,Gastos Médicos,C007562,67393.61
2021-08-13,Auto,C001564,22836.83
2021-08-13,Auto,C001951,24803.99
2021-08-13,Vida,C001449,123997.79
2021-08-13,Vida,C001442,312060.49
2021-08-13,Gastos Médicos,C006971,57468.64
2021-08-13,Vida,C002843,240593.74
2021-08-13,Auto,C000343,33157.29
2021-08-13,Auto,C004643,31041.58
2021-08-13,Gastos Médicos,C002040,79802.99
2021-08-13,Auto,C003305,87941.16
2021-08-13,Auto,C000585,23912.69
2021-08-13,Auto,C005707,20107.98
2021-08-13,Daños,C007604,72704.68
2021-08-14,Gastos Médicos,C000650,30783.41
2021-08-14,Auto,C000134,22282.51
2021-08-14,Daños,C003580,51697.03
2021-08-14,Gastos Médicos,C006934,40505.98
2021-08-14,Auto,C003052,25075.02
2021-08-14,Auto,C003497,23097.29
2021-08-14,Auto,C001903,306902.08
2021-08-14,Auto,C003955,39339.93
2021-08-14,Vida,C001636,223892.41
2021-08-14,Gastos Médicos,C006970,44336.42
2021-08-14,Auto,C001669,21825.98
2021-08-14,Gastos Médicos,C003373,54961.22
2021-08-14,Vida,C001784,131554.82
2021-08-14,Auto,C004669,38192.89
2021-08-14,Gastos Médicos,C004499,40553.73
2021-08-15,Daños,C002555,107157.09
2021-08-15,Gastos Médicos,C006786,47111.94
2021-08-15,Daños,C002878,124837.26
2021-08-15,Auto,C007710,64182.72
2021-08-15,Daños,C006592,633093.07
2021-08-15,Auto,C000901,38744.83
2021-08-15,Auto,C006473,32831.3
2021-08-15,Gastos Médicos,C000578,46389.2
2021-08-15,Daños,C005496,70304.75
2021-08-15,Daños,C002596,192308.46
2021-08-15,Auto,C005698,23197.66
2021-08-15,Daños,C004727,325248.86
2021-08-16,Gastos Médicos,C004498,32981.5
2021-08-16,Gastos Médicos,C006453,47986.03
2021-08-16,Daños,C007214,133215.16
2021-08-16,Gastos Médicos,C007077,54570.31
2021-08-16,Gastos Médicos,C000629,30420.41
2021-08-16,Gastos Médicos,C007144,42440.0
2021-08-16,Vida,C005977,1751315.73
2021-08-16,Gastos Médicos,C007947,47468.15
2021-08-16,Daños,C006459,66339.79
2021-08-16,Gastos Médicos,C005693,35960.24
2021-08-16,Auto,C002187,24138.38
2021-08-16,Vida,C000326,109072.87
2021-08-16,Gastos Médicos,C002777,32977.28
2021-08-16,Auto,C006972,29209.64
2021-08-17,Vida,C007197,179472.99
2021-08-17,Auto,C000727,44592.52
2021-08-17,Gastos Médicos,C007944,38029.14
2021-08-17,Gastos Médicos,C001890,36179.08
2021-08-17,Daños,C007080,141954.77
2021-08-17,Daños,C004243,59299.04
2021-08-17,Daños,C000482,83551.89
2021-08-17,Auto,C003974,39576.99
2021-08-17,Auto,C001885,106832.99
2021-08-17,Gastos Médicos,C000525,34185.45
2021-08-17,Auto,C003634,28802.02
2021-08-17,Vida,C001669,183862.5
2021-08-17,Gastos Médicos,C005178,59304.44
2021-08-17,Gastos Médicos,C007778,38970.75
2021-08-17,Vida,C002795,104223.16
2021-08-18,Auto,C001546,20955.93
2021-08-18,Daños,C006518,74166.59
2021-08-18,Gastos Médicos,C006471,466887.7
2021-08-18,Auto,C003028,42060.44
2021-08-18,Gastos Médicos,C007337,36933.68
2021-08-18,Auto,C005674,41916.7
2021-08-18,Daños,C001999,88340.21
2021-08-18,Daños,C004476,79130.62
2021-08-18,Auto,C001234,23234.3
2021-08-18,Gastos Médicos,C006630,49479.28
2021-08-18,Gastos Médicos,C007739,38090.73
2021-08-18,Gastos Médicos,C002346,56944.94
2021-08-18,Gastos Médicos,C005113,43203.89
2021-08-18,Daños,C003313,64691.96
2021-08-18,Auto,C003759,22964.37
2021-08-18,Daños,C007711,70839.39
2021-08-18,Auto,C006221,23582.71
2021-08-19,Daños,C001876,69273.31
2021-08-19,Auto,C006675,62412.17
2021-08-19,Auto,C006924,29313.69
2021-08-19,Gastos Médicos,C005411,31772.02
2021-08-19,Auto,C005739,21412.94
2021-08-19,Auto,C005546,23462.54
2021-08-19,Daños,C000020,51643.24
2021-08-19,Daños,C005052,55137.25
2021-08-19,Daños,C004886,79558.1
2021-08-19,Auto,C004303,25568.78
2021-08-19,Auto,C005872,28417.01
2021-08-19,Auto,C000041,27221.61
2021-08-19,Auto,C003290,24483.97
2021-08-19,Gastos Médicos,C005554,322209.99
2021-08-19,Vida,C001440,138435.34
2021-08-20,Vida,C002548,140742.97
2021-08-20,Gastos Médicos,C005806,42075.32
2021-08-20,Gastos Médicos,C004742,62629.63
2021-08-20,Auto,C004445,76307.71
2021-08-20,Gastos Médicos,C007959,116637.0
2021-08-20,Auto,C006293,25729.15
2021-08-20,Auto,C001639,33048.57
2021-08-20,Daños,C002783,194801.78
2021-08-20,Daños,C003761,267723.59
2021-08-20,Auto,C006385,27518.3
2021-08-20,Daños,C002165,53738.61
2021-08-20,Daños,C007024,60806.78
2021-08-20,Vida,C002864,204035.57
2021-08-20,Gastos Médicos,C005463,100252.97
2021-08-20,Auto,C005254,23168.64
2021-08-20,Auto,C000835,29556.5
2021-08-20,Daños,C005925,53983.49
2021-08-20,Gastos Médicos,C005323,59012.93
2021-08-20,Auto,C002023,85074.66
2021-08-20,Vida,C007362,100501.76
2021-08-20,Auto,C004472,24980.7
2021-08-21,Daños,C005634,115698.24
2021-08-21,Gastos Médicos,C005333,107720.69
2021-08-21,Auto,C002494,27903.85
2021-08-21,Vida,C004317,178734.03
2021-08-21,Auto,C003219,21127.88
2021-08-21,Daños,C003007,51932.34
2021-08-21,Gastos Médicos,C007616,65716.17
