PolizaID,A̱o,Ramo,Moneda,NumeroAsegurados,PrimaPoliza,PrimaRetenida,PrimaCedida,DuracionOriginal_dias,TiempoTranscurrido_dias,DuracionRemanente_dias,PrimaDevengadaBEL
POL-012079,2021,CAU,MXN,9,4099034.43,2459420.658,1639613.772,654,256,398,1604515.01
POL-012080,2022,AUI,USD,8,2658012.44,1594807.464,1063204.976,540,336,204,1653874.41
POL-012081,2024,RCV,MXN,3,1665847.14,999508.284,666338.856,525,466,59,1478637.65
POL-012082,2022,INC,MXN,2,2959656.41,1775793.846,1183862.564,339,308,31,2689009.36
POL-012083,2022,RCV,MXN,10,4362263.85,2617358.31,1744905.54,181,114,67,2747503.2
POL-012084,2022,AUF,MXN,7,3781312.21,2268787.326,1512524.884,563,195,368,1309690.73
POL-012085,2024,INC,MXN,8,2755825.32,1653495.192,1102330.128,237,203,34,2360474.85
POL-012086,2022,DMI,USD,6,4770996.85,2862598.11,1908398.74,218,182,36,3983125.81
POL-012087,2025,DMI,USD,2,3286958.42,1972175.052,1314783.368,205,198,7,3174720.82
POL-012088,2021,AUF,MXN,7,2355779.68,1413467.808,942311.872,629,549,80,2056157.46
POL-012089,2021,AUF,MXN,1,3518427.55,2111056.53,1407371.02,648,306,342,1661479.68
POL-012090,2024,INC,USD,2,3131159.19,1878695.514,1252463.676,598,8,590,41888.42
POL-012091,2022,INC,USD,7,4678318.89,2806991.334,1871327.556,673,293,380,2036771.82
POL-012092,2025,DMI,MXN,4,1216829.65,730097.79,486731.86,669,503,166,914895.84
POL-012093,2021,DMI,USD,2,2182703.22,1309621.932,873081.288,437,19,418,94900.14
POL-012094,2022,INC,MXN,10,269833.05,161899.83,107933.22,637,428,209,181300.7
POL-012095,2024,AUI,MXN,5,4766797.64,2860078.584,1906719.056,669,47,622,334887.13
POL-012096,2023,CAU,MXN,4,3398782.27,2039269.362,1359512.908,243,98,145,1370702.31
POL-012097,2025,DMI,MXN,2,1616363.43,969818.058,646545.372,405,391,14,1560489.14
POL-012098,2023,AUI,MXN,2,3796781.79,2278069.074,1518712.716,631,470,161,2828030.81
POL-012099,2021,CAU,USD,2,2483704.61,1490222.766,993481.844,725,296,429,1014036.64
POL-012100,2023,AUF,MXN,1,1505612.8,903367.68,602245.12,703,627,76,1342843.85
POL-012101,2024,RCV,MXN,2,1395416.33,837249.798,558166.532,487,213,274,610315.56
POL-012102,2025,DMI,USD,8,2989891.22,1793934.732,1195956.488,339,28,311,246952.67
POL-012103,2023,CAU,USD,9,2574990.34,1544994.204,1029996.136,358,150,208,1078906.57
POL-012104,2025,RCV,USD,1,1619560.6,971736.36,647824.24,224,84,140,607335.23
POL-012105,2025,INC,MXN,6,1237668.31,742600.986,495067.324,202,168,34,1029347.9
POL-012106,2024,AUI,MXN,1,2719246.66,1631547.996,1087698.664,363,70,293,524372.63
POL-012107,2023,DMI,MXN,8,4482393.99,2689436.394,1792957.596,101,22,79,976363.05
POL-012108,2023,AUI,MXN,7,2259840.19,1355904.114,903936.076,351,170,181,1094509.49
POL-012109,2024,CAU,MXN,9,2487583.34,1492550.004,995033.336,101,62,39,1527031.36
POL-012110,2025,AUF,MXN,7,2725412.04,1635247.224,1090164.816,515,14,501,74088.87
POL-012111,2021,AUI,MXN,7,4827375.11,2896425.066,1930950.044,522,226,296,2090012.98
POL-012112,2025,INC,USD,5,2207246.85,1324348.11,882898.74,285,158,127,1223666.67
POL-012113,2024,RCV,MXN,8,2757808.2,1654684.92,1103123.28,288,54,234,517089.04
POL-012114,2024,INC,MXN,6,3247405.84,1948443.504,1298962.336,594,265,329,1448758.5
POL-012115,2023,CAU,MXN,6,2469223.68,1481534.208,987689.472,309,23,286,183793.35
POL-012116,2021,AUF,MXN,3,2061574.4,1236944.64,824629.76,653,491,162,1550127.15
POL-012117,2025,AUI,USD,2,2726616,1635969.6,1090646.4,254,97,157,1041266.74
POL-012118,2021,AUF,USD,9,4728607.35,2837164.41,1891442.94,644,190,454,1395086.02
POL-012119,2021,CAU,USD,2,1100943.19,660565.914,440377.276,630,59,571,103104.2
POL-012120,2022,CAU,USD,5,4059584.43,2435750.658,1623833.772,211,109,102,2097131.29
POL-012121,2025,AUI,USD,6,4969042.26,2981425.356,1987616.904,90,8,82,441692.65
POL-012122,2021,AUF,USD,3,374938.85,224963.31,149975.54,350,209,141,223892.06
POL-012123,2025,CAU,USD,7,289143.05,173485.83,115657.22,85,11,74,37418.51
POL-012124,2024,AUF,USD,4,634267.69,380560.614,253707.076,300,271,29,572955.15
POL-012125,2021,DMI,MXN,8,502166.19,301299.714,200866.476,123,20,103,81653.04
POL-012126,2022,CAU,MXN,5,1180715.39,708429.234,472286.156,173,93,80,634719.83
POL-012127,2025,CAU,USD,8,1805312.47,1083187.482,722124.988,337,232,105,1242826.39
POL-012128,2021,INC,MXN,8,1172193.98,703316.388,468877.592,260,128,132,577080.11
POL-012129,2025,AUF,USD,3,2924115.33,1754469.198,1169646.132,329,203,126,1804241.37
POL-012130,2021,AUI,MXN,10,2576628.28,1545976.968,1030651.312,285,238,47,2151710.63
POL-012131,2024,DMI,USD,3,545249.92,327149.952,218099.968,680,90,590,72165.43
POL-012132,2021,DMI,USD,6,1188824.42,713294.652,475529.768,518,312,206,716048.69
POL-012133,2024,AUI,MXN,6,2686173.37,1611704.022,1074469.348,313,180,133,1544764.24
POL-012134,2025,AUI,USD,3,2289392.41,1373635.446,915756.964,60,2,58,76313.08
POL-012135,2025,AUF,USD,10,1476635.89,885981.534,590654.356,355,270,85,1123075.18
POL-012136,2025,CAU,USD,10,601116.64,360669.984,240446.656,78,16,62,123305.98
POL-012137,2023,CAU,MXN,9,2471829.59,1483097.754,988731.836,367,86,281,579229.82
POL-012138,2021,AUI,USD,9,3012538.67,1807523.202,1205015.468,435,296,139,2049911.37
POL-012139,2025,CAU,USD,3,2563863.88,1538318.328,1025545.552,427,41,386,246178.97
POL-012140,2025,DMI,MXN,9,29135.45,17481.27,11654.18,340,152,188,13025.26
POL-012141,2022,CAU,USD,4,3459967.25,2075980.35,1383986.9,384,288,96,2594975.44
POL-012142,2025,RCV,USD,1,314657.54,188794.524,125863.016,251,241,10,302121.38
POL-012143,2023,RCV,USD,1,4772180.34,2863308.204,1908872.136,164,154,10,4481193.73
POL-012144,2022,CAU,MXN,6,1065276.4,639165.84,426110.56,86,14,72,173417.09
POL-012145,2024,INC,MXN,1,2114059.05,1268435.43,845623.62,645,342,303,1120942.94
POL-012146,2024,RCV,MXN,1,2559432.23,1535659.338,1023772.892,220,37,183,430449.97
POL-012147,2024,CAU,USD,10,4866838.44,2920103.064,1946735.376,312,73,239,1138715.4
POL-012148,2023,DMI,USD,5,1066010.36,639606.216,426404.144,158,120,38,809628.12
POL-012149,2023,AUF,USD,1,1697691.64,1018614.984,679076.656,475,268,207,957855.49
POL-012150,2024,CAU,USD,5,980427.12,588256.272,392170.848,433,98,335,221898.05
POL-012151,2023,INC,MXN,10,3146872.55,1888123.53,1258749.02,490,12,478,77066.27
POL-012152,2023,CAU,MXN,5,4314569.18,2588741.508,1725827.672,594,83,511,602877.51
POL-012153,2022,DMI,USD,9,4223091.47,2533854.882,1689236.588,251,34,217,572052.23
POL-012154,2023,INC,MXN,8,3464378.81,2078627.286,1385751.524,722,357,365,1712996.17
POL-012155,2025,AUF,MXN,8,4157867.48,2494720.488,1663146.992,572,505,67,3670844.54
POL-012156,2023,RCV,MXN,1,4595268.4,2757161.04,1838107.36,457,330,127,3318246.33
POL-012157,2023,AUI,USD,9,1670298.78,1002179.268,668119.512,81,23,58,474282.37
POL-012158,2023,INC,USD,7,3264191.93,1958515.158,1305676.772,545,323,222,1934557.79
POL-012159,2025,RCV,USD,7,229020.21,137412.126,91608.084,173,37,136,48981.2
POL-012160,2023,INC,USD,6,1272297.86,763378.716,508919.144,361,184,177,648484.23
POL-012161,2021,AUI,USD,10,2732263.65,1639358.19,1092905.46,629,325,304,1411741.95
POL-012162,2021,AUF,USD,9,2562461.08,1537476.648,1024984.432,104,12,92,295668.59
POL-012163,2021,DMI,USD,8,1649923.75,989954.25,659969.5,382,43,339,185724.4
POL-012164,2022,CAU,USD,9,2784885.04,1670931.024,1113954.016,122,109,13,2488134.99
POL-012165,2021,AUF,USD,9,586396.78,351838.068,234558.712,680,118,562,101757.09
POL-012166,2022,DMI,MXN,5,830320.65,498192.39,332128.26,101,79,22,649458.73
POL-012167,2022,INC,MXN,9,1405545.48,843327.288,562218.192,351,323,28,1293422.19
POL-012168,2022,AUI,MXN,9,2009643.2,1205785.92,803857.28,175,99,76,1136883.87
POL-012169,2023,AUF,USD,10,3014113.17,1808467.902,1205645.268,69,14,55,611559.19
POL-012170,2024,INC,USD,3,3218225.71,1930935.426,1287290.284,697,390,307,1800728.88
POL-012171,2025,RCV,MXN,6,1342649.69,805589.814,537059.876,477,102,375,287107.48
POL-012172,2021,AUF,MXN,3,3706294.51,2223776.706,1482517.804,110,98,12,3301971.47
POL-012173,2023,RCV,USD,6,2890063.53,1734038.118,1156025.412,616,185,431,867957.39
POL-012174,2022,AUF,USD,4,1661215.76,996729.456,664486.304,303,167,136,915587.56
POL-012175,2022,AUI,MXN,7,3501835.99,2101101.594,1400734.396,502,387,115,2699622.57
POL-012176,2021,DMI,MXN,4,2877805.58,1726683.348,1151122.232,387,170,217,1264152.32
POL-012177,2021,RCV,USD,5,1004341.37,602604.822,401736.548,271,32,239,118593.81
POL-012178,2025,CAU,MXN,4,3960313.05,2376187.83,1584125.22,469,159,310,1342622.12
POL-012179,2022,INC,USD,9,4528850.48,2717310.288,1811540.192,539,361,178,3033237.52
POL-012180,2023,CAU,USD,3,184315.83,110589.498,73726.332,646,611,35,174329.68
POL-012181,2023,AUF,USD,6,2514379.19,1508627.514,1005751.676,605,581,24,2414635.22
POL-012182,2021,CAU,USD,7,608649.04,365189.424,243459.616,681,494,187,441516.34
POL-012183,2025,AUI,MXN,8,2112509.31,1267505.586,845003.724,360,355,5,2083168.9
POL-012184,2021,AUI,USD,2,3108515.79,1865109.474,1243406.316,394,143,251,1128217.66
POL-012185,2023,CAU,MXN,1,4248901.4,2549340.84,1699560.56,588,240,348,1734245.47
POL-012186,2023,AUF,MXN,9,4082682.85,2449609.71,1633073.14,199,137,62,2810691.21
POL-012187,2021,INC,MXN,7,3011724.02,1807034.412,1204689.608,482,453,29,2830520.71
POL-012188,2024,INC,MXN,2,368187.07,220912.242,147274.828,161,61,100,139499.45
POL-012189,2022,DMI,USD,2,374592.48,224755.488,149836.992,75,40,35,199782.66
POL-012190,2022,RCV,MXN,10,2787555.64,1672533.384,1115022.256,162,105,57,1806749.03
POL-012191,2024,DMI,USD,8,3540959.78,2124575.868,1416383.912,394,119,275,1069477.7
POL-012192,2022,AUF,USD,2,449895.56,269937.336,179958.224,716,706,10,443612.1
POL-012193,2024,RCV,USD,2,4979395.33,2987637.198,1991758.132,660,222,438,1674887.52
POL-012194,2024,INC,MXN,7,2499026.33,1499415.798,999610.532,536,136,400,634081.31
POL-012195,2025,AUI,MXN,1,1015436.54,609261.924,406174.616,230,82,148,362025.2
POL-012196,2025,DMI,MXN,1,826092.54,495655.524,330437.016,218,164,54,621464.11
POL-012197,2023,INC,MXN,10,529079.63,317447.778,211631.852,62,22,40,187737.93
POL-012198,2023,CAU,MXN,10,951115.62,570669.372,380446.248,225,90,135,380446.25
POL-012199,2023,DMI,MXN,2,4787814.33,2872688.598,1915125.732,284,220,64,3708870.26
POL-012200,2025,AUF,USD,2,1455467.37,873280.422,582186.948,568,278,290,712359.03
POL-012201,2024,INC,MXN,3,2918840.02,1751304.012,1167536.008,521,49,472,274516.62
POL-012202,2021,INC,MXN,4,2072373.17,1243423.902,828949.268,104,98,6,1952813.18
POL-012203,2021,CAU,MXN,8,1000873.99,600524.394,400349.596,204,85,119,417030.83
POL-012204,2022,AUF,USD,6,1088871.17,653322.702,435548.468,592,99,493,182091.63
POL-012205,2023,AUF,MXN,5,4344721.85,2606833.11,1737888.74,696,362,334,2259754.76
POL-012206,2024,CAU,USD,3,1462903.19,877741.914,585161.276,81,61,20,1101692.53
POL-012207,2024,DMI,USD,10,487324.66,292394.796,194929.864,401,98,303,119096.8
POL-012208,2022,AUI,MXN,2,3488939.43,2093363.658,1395575.772,200,47,153,819900.77
POL-012209,2025,CAU,USD,1,1935360.6,1161216.36,774144.24,70,10,60,276480.09
POL-012210,2022,CAU,MXN,10,3518136.13,2110881.678,1407254.452,417,169,248,1425815.36
POL-012211,2024,AUI,MXN,5,411220.39,246732.234,164488.156,73,6,67,33798.94
POL-012212,2022,AUF,USD,6,2059861.81,1235917.086,823944.724,214,132,82,1270568.97
POL-012213,2024,RCV,USD,7,1767604.15,1060562.49,707041.66,643,461,182,1267286.96
POL-012214,2024,INC,MXN,8,3156526.08,1893915.648,1262610.432,84,52,32,1954039.95
POL-012215,2021,RCV,MXN,10,777958.7,466775.22,311183.48,117,21,96,139633.61
POL-012216,2022,AUF,MXN,8,212789.14,127673.484,85115.656,311,72,239,49263.08
POL-012217,2025,AUI,MXN,8,2368106.58,1420863.948,947242.632,386,66,320,404909.42
POL-012218,2025,CAU,USD,7,3805081.92,2283049.152,1522032.768,635,578,57,3463523.39
POL-012219,2022,AUI,USD,7,2783540.32,1670124.192,1113416.128,109,3,106,76611.2
POL-012220,2023,DMI,USD,9,922402.58,553441.548,368961.032,501,272,229,500785.43
POL-012221,2024,DMI,MXN,10,3414625.66,2048775.396,1365850.264,77,60,17,2660747.27
POL-012222,2023,AUI,USD,8,182951.2,109770.72,73180.48,399,285,114,130679.43
POL-012223,2022,DMI,USD,2,2635426.86,1581256.116,1054170.744,576,52,524,237920.48
POL-012224,2025,CAU,MXN,5,524301.8,314581.08,209720.72,723,405,318,293696.03
POL-012225,2023,RCV,USD,8,2285117.77,1371070.662,914047.108,574,270,304,1074881.18
POL-012226,2024,INC,MXN,8,1016364.3,609818.58,406545.72,411,34,377,84078.8
POL-012227,2023,DMI,USD,1,527462.83,316477.698,210985.132,374,31,343,43720.18
POL-012228,2022,AUF,MXN,1,1969138.73,1181483.238,787655.492,100,93,7,1831299.02
POL-012229,2025,DMI,USD,10,3942753.29,2365651.974,1577101.316,75,2,73,105140.09
POL-012230,2024,INC,MXN,8,3907213.37,2344328.022,1562885.348,579,553,26,3731759.92
POL-012231,2022,AUF,MXN,7,4691736.37,2815041.822,1876694.548,226,137,89,2844105.68
POL-012232,2024,AUF,USD,2,3461756,2077053.6,1384702.4,592,156,436,912219.49
POL-012233,2023,DMI,MXN,7,769051.73,461431.038,307620.692,654,605,49,711431.65
POL-012234,2023,RCV,USD,9,3189462.52,1913677.512,1275785.008,477,92,385,615158.39
POL-012235,2021,RCV,USD,9,4557392.38,2734435.428,1822956.952,201,48,153,1088332.51
POL-012236,2025,AUF,USD,1,4751501.27,2850900.762,1900600.508,716,417,299,2767284.96
POL-012237,2025,INC,MXN,8,1331960.19,799176.114,532784.076,565,543,22,1280096.25
POL-012238,2024,CAU,MXN,10,4389055.23,2633433.138,1755622.092,486,116,370,1047593.43
POL-012239,2025,DMI,USD,3,3141722.55,1885033.53,1256689.02,187,117,70,1965676.68
POL-012240,2024,RCV,USD,8,4891075.04,2934645.024,1956430.016,313,97,216,1515764.47
POL-012241,2021,AUI,USD,7,1731192.36,1038715.416,692476.944,124,52,72,725983.89
POL-012242,2024,DMI,USD,2,158855.02,95313.012,63542.008,343,164,179,75954
POL-012243,2023,RCV,USD,9,256225.71,153735.426,102490.284,465,115,350,63367.65
POL-012244,2023,AUF,USD,4,678216.62,406929.972,271286.648,644,287,357,302248.71
POL-012245,2021,DMI,MXN,10,551322.02,330793.212,220528.808,479,83,396,95531.79
POL-012246,2022,AUF,MXN,10,3935599.2,2361359.52,1574239.68,416,196,220,1854272.7
POL-012247,2022,AUI,MXN,1,2587964.81,1552778.886,1035185.924,440,418,22,2458566.57
POL-012248,2022,AUF,USD,7,1703942.22,1022365.332,681576.888,366,250,116,1163894.96
POL-012249,2023,AUI,MXN,5,3014073.35,1808444.01,1205629.34,420,15,405,107645.48
POL-012250,2025,INC,MXN,8,342107.54,205264.524,136843.016,360,182,178,172954.37
POL-012251,2023,CAU,MXN,7,4335559.96,2601335.976,1734223.984,468,212,256,1963971.61
POL-012252,2022,AUI,MXN,4,3667822.31,2200693.386,1467128.924,238,218,20,3359601.95
POL-012253,2021,DMI,MXN,8,4664328.73,2798597.238,1865731.492,359,1,358,12992.56
POL-012254,2025,AUI,USD,3,3605438.14,2163262.884,1442175.256,424,143,281,1215985.03
POL-012255,2021,RCV,USD,4,2405770.32,1443462.192,962308.128,178,132,46,1784054.39
POL-012256,2024,INC,USD,8,78815.69,47289.414,31526.276,659,401,258,47959.17
POL-012257,2021,CAU,MXN,8,24091.66,14454.996,9636.664,389,328,61,20313.79
POL-012258,2025,AUF,USD,8,3872498.17,2323498.902,1548999.268,192,185,7,3731313.34
POL-012259,2025,AUI,MXN,9,1421305.52,852783.312,568522.208,301,128,173,604408.99
POL-012260,2024,CAU,MXN,1,1969890,1181934,787956,498,251,247,992856.2
POL-012261,2024,INC,USD,3,2115359.51,1269215.706,846143.804,63,47,16,1578125.35
POL-012262,2024,INC,USD,9,3501244.53,2100746.718,1400497.812,601,456,145,2656518.31
POL-012263,2024,CAU,MXN,4,2797811.87,1678687.122,1119124.748,494,311,183,1761375.49
POL-012264,2025,DMI,USD,3,986848.03,592108.818,394739.212,161,4,157,24517.96
POL-012265,2024,AUF,MXN,3,751576.11,450945.666,300630.444,644,251,393,292927.96
POL-012266,2021,AUI,USD,6,1588932.91,953359.746,635573.164,70,54,16,1225748.24
POL-012267,2023,INC,USD,1,4408037.55,2644822.53,1763215.02,483,203,280,1852653.46
POL-012268,2023,AUI,USD,6,4648603.15,2789161.89,1859441.26,610,568,42,4328535.39
POL-012269,2024,AUF,MXN,2,964463.56,578678.136,385785.424,137,74,63,520951.12
POL-012270,2022,RCV,MXN,5,4680022.17,2808013.302,1872008.868,351,57,294,760003.6
POL-012271,2021,CAU,USD,10,3799698.75,2279819.25,1519879.5,220,7,213,120899.51
POL-012272,2024,AUI,USD,4,4627092.78,2776255.668,1850837.112,235,205,30,4036400.08
POL-012273,2024,CAU,MXN,10,509493.1,305695.86,203797.24,517,3,514,2956.44
POL-012274,2025,DMI,USD,5,1316411.92,789847.152,526564.768,419,138,281,433567.65
POL-012275,2025,INC,USD,2,1075947.2,645568.32,430378.88,532,57,475,115280.06
POL-012276,2021,RCV,MXN,10,4115129.25,2469077.55,1646051.7,412,189,223,1887765.6
POL-012277,2025,DMI,MXN,6,985517.08,591310.248,394206.832,373,256,117,676387.06
POL-012278,2021,AUF,USD,9,738648.34,443189.004,295459.336,602,66,536,80981.38
POL-012279,2025,AUI,USD,3,2455395.33,1473237.198,982158.132,295,164,131,1365033.34
POL-012280,2025,CAU,MXN,10,2929462.34,1757677.404,1171784.936,614,185,429,882655.59
POL-012281,2025,AUI,USD,1,1105850.03,663510.018,442340.012,103,53,50,569029.63
POL-012282,2021,RCV,USD,10,3654017.66,2192410.596,1461607.064,354,94,260,970275.88
POL-012283,2025,INC,USD,4,564737.56,338842.536,225895.024,213,110,103,291648.51
POL-012284,2023,AUF,USD,4,1357546.47,814527.882,543018.588,297,33,264,150838.5
POL-012285,2022,AUI,MXN,9,2628739.85,1577243.91,1051495.94,420,154,266,963871.28
POL-012286,2022,CAU,MXN,4,1810680.85,1086408.51,724272.34,656,248,408,684525.69
POL-012287,2021,AUI,USD,3,2005178.98,1203107.388,802071.592,681,344,337,1012895.11
POL-012288,2025,AUI,MXN,3,2263215.73,1357929.438,905286.292,257,137,120,1206461.3
POL-012289,2023,INC,MXN,10,3614802.86,2168881.716,1445921.144,561,204,357,1314473.77
POL-012290,2021,RCV,USD,2,3477108.22,2086264.932,1390843.288,223,59,164,919952.4
POL-012291,2023,AUI,USD,1,2464048.09,1478428.854,985619.236,229,227,2,2442528.02
POL-012292,2023,INC,MXN,1,4413162.98,2647897.788,1765265.192,171,59,112,1522670.27
POL-012293,2023,AUI,USD,7,3106679.2,1864007.52,1242671.68,124,66,58,1653555.06
POL-012294,2023,AUF,MXN,6,85454.27,51272.562,34181.708,82,77,5,80243.64
POL-012295,2025,AUF,USD,5,2943909.76,1766345.856,1177563.904,175,103,72,1732701.17
POL-012296,2023,RCV,MXN,8,422579.82,253547.892,169031.928,125,98,27,331302.58
POL-012297,2024,DMI,USD,6,4680923.43,2808554.058,1872369.372,671,527,144,3676373.54
POL-012298,2022,AUI,USD,10,1210536.13,726321.678,484214.452,566,11,555,23526.32
POL-012299,2023,DMI,USD,10,4880157.4,2928094.44,1952062.96,609,79,530,633058.18
POL-012300,2024,AUI,MXN,8,3548704.75,2129222.85,1419481.9,714,579,135,2877731.16
POL-012301,2023,CAU,USD,10,1732303.47,1039382.082,692921.388,562,71,491,218849.73
POL-012302,2021,INC,USD,4,552114.48,331268.688,220845.792,636,613,23,532148.08
POL-012303,2023,AUF,MXN,3,3319969.01,1991981.406,1327987.604,278,267,11,3188603.33
POL-012304,2023,AUF,MXN,7,2252209.22,1351325.532,900883.688,109,26,83,537224.22
POL-012305,2024,DMI,MXN,1,3656969,2194181.4,1462787.6,122,48,74,1438807.48
POL-012306,2024,CAU,USD,10,1608044.46,964826.676,643217.784,650,220,430,544261.2
POL-012307,2022,AUF,MXN,6,1043782.34,626269.404,417512.936,654,358,296,571367.09
POL-012308,2022,AUF,USD,5,3511321.9,2106793.14,1404528.76,402,78,324,681301.26
POL-012309,2021,RCV,USD,4,3838829.46,2303297.676,1535531.784,173,112,61,2485253.75
POL-012310,2023,DMI,MXN,3,4513947.61,2708368.566,1805579.044,338,102,236,1362197.21
POL-012311,2022,RCV,MXN,6,4344321.43,2606592.858,1737728.572,706,1,705,6153.43
POL-012312,2023,DMI,USD,2,3848928.45,2309357.07,1539571.38,249,236,13,3647980.38
POL-012313,2024,CAU,MXN,2,510151.34,306090.804,204060.536,203,96,107,241253.84
POL-012314,2023,INC,MXN,7,4955135.58,2973081.348,1982054.232,435,421,14,4795659.95
POL-012315,2023,RCV,MXN,7,670761.84,402457.104,268304.736,637,514,123,541242.68
POL-012316,2023,AUF,MXN,7,462332.23,277399.338,184932.892,454,453,1,461313.88
POL-012317,2021,CAU,MXN,5,1002176.79,601306.074,400870.716,638,72,566,113098.32
POL-012318,2022,AUI,MXN,2,3347122.76,2008273.656,1338849.104,510,270,240,1772006.17
POL-012319,2022,RCV,MXN,3,3041506.02,1824903.612,1216602.408,207,107,100,1572179.44
POL-012320,2024,AUI,USD,2,1911599.43,1146959.658,764639.772,682,189,493,529754.09
POL-012321,2022,RCV,MXN,7,1316358.26,789814.956,526543.304,691,207,484,394335.98
POL-012322,2025,AUF,USD,9,4224603.03,2534761.818,1689841.212,320,245,75,3234461.69
POL-012323,2025,AUF,USD,10,3828718.75,2297231.25,1531487.5,395,228,167,2209994.62
POL-012324,2024,DMI,MXN,6,4284537.99,2570722.794,1713815.196,337,146,191,1856209.34
POL-012325,2021,CAU,USD,2,3576749.65,2146049.79,1430699.86,62,17,45,980721.68
POL-012326,2021,AUI,USD,10,4944252.28,2966551.368,1977700.912,607,215,392,1751259.04
POL-012327,2021,AUF,MXN,7,2850344.93,1710206.958,1140137.972,324,233,91,2049785.09
POL-012328,2025,DMI,MXN,6,3248787.34,1949272.404,1299514.936,96,13,83,439939.95
POL-012329,2021,AUF,USD,10,1082096.52,649257.912,432838.608,601,243,358,437519.89
POL-012330,2025,CAU,MXN,6,4022012.71,2413207.626,1608805.084,123,33,90,1079076.58
POL-012331,2021,INC,MXN,1,4870615.39,2922369.234,1948246.156,291,52,239,870350.52
POL-012332,2025,AUI,USD,10,4303795.48,2582277.288,1721518.192,61,54,7,3809917.31
POL-012333,2025,AUI,MXN,9,1050288.72,630173.232,420115.488,328,143,185,457900.27
POL-012334,2023,INC,MXN,7,3089861.77,1853917.062,1235944.708,346,206,140,1839628.68
POL-012335,2021,RCV,MXN,2,2503645.77,1502187.462,1001458.308,91,46,45,1265579.18
POL-012336,2024,RCV,USD,5,481737.14,289042.284,192694.856,704,101,603,69112.86
POL-012337,2025,CAU,USD,1,797922.95,478753.77,319169.18,668,414,254,494521.11
POL-012338,2021,INC,USD,6,4314945.11,2588967.066,1725978.044,75,41,34,2358836.66
POL-012339,2021,AUF,MXN,2,3920461.77,2352277.062,1568184.708,701,165,536,922790.57
POL-012340,2022,AUF,MXN,2,4813536.1,2888121.66,1925414.44,229,27,202,567534.82
POL-012341,2022,AUF,MXN,4,4722924.65,2833754.79,1889169.86,435,19,416,206288.66
POL-012342,2023,RCV,MXN,2,2071290.84,1242774.504,828516.336,688,551,137,1658839.03
POL-012343,2022,INC,USD,5,4846142.4,2907685.44,1938456.96,132,87,45,3194048.4
POL-012344,2024,AUF,USD,9,3007238.52,1804343.112,1202895.408,62,10,52,485038.47
POL-012345,2021,AUF,MXN,6,3980274.57,2388164.742,1592109.828,158,126,32,3174143.01
POL-012346,2021,DMI,USD,9,4450809.32,2670485.592,1780323.728,437,199,238,2026798.75
POL-012347,2025,DMI,USD,5,3161928.93,1897157.358,1264771.572,124,75,49,1912457.01
POL-012348,2023,AUF,MXN,9,228922.08,137353.248,91568.832,75,36,39,109882.6
POL-012349,2024,CAU,USD,10,614742.46,368845.476,245896.984,153,5,148,20089.62
POL-012350,2021,AUF,USD,9,4328041.94,2596825.164,1731216.776,335,170,165,2196319.79
POL-012351,2024,CAU,USD,7,438729.67,263237.802,175491.868,225,204,21,397781.57
POL-012352,2021,CAU,USD,2,3224933.46,1934960.076,1289973.384,384,340,44,2855409.83
POL-012353,2024,AUI,USD,2,2790968.47,1674581.082,1116387.388,409,351,58,2395183.21
POL-012354,2023,CAU,USD,5,737995.65,442797.39,295198.26,440,86,354,144244.6
POL-012355,2022,INC,USD,3,619475.76,371685.456,247790.304,297,240,57,500586.47
POL-012356,2023,AUF,USD,4,1011211.27,606726.762,404484.508,569,373,196,662885.42
POL-012357,2023,CAU,USD,9,3960128.26,2376076.956,1584051.304,698,188,510,1066624.8
POL-012358,2022,AUI,MXN,9,4302948.13,2581768.878,1721179.252,469,374,95,3431348.83
POL-012359,2022,AUF,MXN,1,265218.68,159131.208,106087.472,580,339,241,155015.75
POL-012360,2022,AUI,MXN,1,73014.08,43808.448,29205.632,193,40,153,15132.45
POL-012361,2023,DMI,USD,1,2012421.88,1207453.128,804968.752,665,362,303,1095483.79
POL-012362,2024,DMI,USD,3,2100638.71,1260383.226,840255.484,362,35,327,203100.43
POL-012363,2024,AUF,MXN,3,4364011.03,2618406.618,1745604.412,555,241,314,1895002.99
POL-012364,2025,DMI,USD,5,524723.11,314833.866,209889.244,167,117,50,367620.38
POL-012365,2025,INC,MXN,8,2171218.46,1302731.076,868487.384,98,60,38,1329317.42
POL-012366,2023,RCV,MXN,6,1666731.03,1000038.618,666692.412,151,8,143,88303.63
POL-012367,2023,RCV,MXN,9,2767561.65,1660536.99,1107024.66,412,259,153,1739802.11
POL-012368,2023,INC,USD,8,3963299.66,2377979.796,1585319.864,661,18,643,107926.47
POL-012369,2022,RCV,MXN,6,292373.99,175424.394,116949.596,170,141,29,242498.43
POL-012370,2023,RCV,MXN,10,845934.54,507560.724,338373.816,224,157,67,592909.48
POL-012371,2024,INC,MXN,3,4079904.66,2447942.796,1631961.864,555,128,427,940950.98
POL-012372,2025,CAU,USD,6,4659492.09,2795695.254,1863796.836,622,589,33,4412284.31
POL-012373,2024,AUI,USD,7,1828396.51,1097037.906,731358.604,166,97,69,1068400.37
POL-012374,2023,AUF,USD,9,2670554.69,1602332.814,1068221.876,241,120,121,1329736.78
POL-012375,2021,INC,USD,2,580486.01,348291.606,232194.404,451,290,161,373261.51
